Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of Answer (seconds),Satisfaction Rating
C2790,Stewart,2021-02-16,16:21,Admin Support,Y,Y,29,5
C2791,Martha,2021-02-16,09:09,Technical Support,Y,N,92,4
C2792,Martha,2021-02-16,15:40,Admin Support,Y,Y,96,4
C2793,Martha,2021-02-16,16:57,Technical Support,N,,246,
C2794,Greg,2021-02-16,14:19,Contract related,N,,251,
C2795,Diane,2021-02-16,11:59,Technical Support,Y,Y,65,5
C2796,Diane,2021-02-17,09:46,Payment related,Y,Y,111,4
C2797,Martha,2021-02-17,14:49,Payment related,Y,N,83,2
C2798,Jim,2021-02-17,17:21,Contract related,Y,N,99,5
C2799,Dan,2021-02-17,17:46,Admin Support,Y,Y,62,3
C2800,Becky,2021-02-17,14:27,Payment related,Y,N,26,4
C2801,Jim,2021-02-17,15:47,Admin Support,Y,N,113,5
C2802,Becky,2021-02-17,11:08,Streaming,Y,Y,45,5
C2803,Dan,2021-02-17,09:15,Contract related,N,,189,
C2804,Stewart,2021-02-17,10:55,Technical Support,Y,Y,88,2
C2805,Martha,2021-02-17,14:52,Contract related,Y,Y,56,2
C2806,Joe,2021-02-17,10:13,Streaming,Y,Y,104,5
C2807,Becky,2021-02-17,14:13,Admin Support,Y,Y,42,5
C2808,Becky,2021-02-17,13:38,Payment related,Y,Y,94,2
C2809,Stewart,2021-02-17,08:21,Contract related,N,,257,
C2810,Stewart,2021-02-17,17:05,Payment related,Y,Y,26,4
C2811,Becky,2021-02-17,16:52,Streaming,Y,Y,59,5
C2812,Greg,2021-02-17,10:24,Streaming,N,,228,
C2813,Diane,2021-02-17,09:08,Technical Support,Y,Y,35,4
C2814,Becky,2021-02-17,12:49,Technical Support,Y,Y,37,4
C2815,Greg,2021-02-17,12:16,Streaming,Y,Y,19,5
C2816,Joe,2021-02-17,14:44,Contract related,Y,N,57,4
C2817,Greg,2021-02-17,16:58,Technical Support,Y,N,30,1
C2818,Jim,2021-02-17,15:34,Streaming,N,,151,
C2819,Becky,2021-02-17,11:31,Streaming,Y,N,28,3
C2820,Joe,2021-02-17,11:17,Streaming,Y,Y,55,5
C2821,Becky,2021-02-17,17:36,Payment related,Y,Y,48,5
C2822,Jim,2021-02-17,16:42,Payment related,Y,Y,50,5
C2823,Greg,2021-02-17,13:48,Contract related,Y,Y,105,3
C2824,Joe,2021-02-17,16:21,Streaming,Y,Y,40,1
C2825,Martha,2021-02-17,17:51,Admin Support,Y,N,120,3
C2826,Jim,2021-02-17,15:53,Streaming,N,,225,
C2827,Martha,2021-02-17,13:33,Technical Support,Y,Y,98,5
C2828,Diane,2021-02-17,17:14,Streaming,Y,Y,16,5
C2829,Jim,2021-02-17,09:45,Payment related,Y,Y,59,3
C2830,Becky,2021-02-17,16:55,Contract related,Y,Y,32,4
C2831,Greg,2021-02-17,16:02,Streaming,N,,260,
C2832,Martha,2021-02-17,16:57,Payment related,Y,Y,74,3
C2833,Martha,2021-02-17,11:17,Streaming,Y,Y,90,5
C2834,Diane,2021-02-17,11:36,Streaming,Y,N,85,4
C2835,Greg,2021-02-17,09:30,Streaming,Y,Y,111,3
C2836,Joe,2021-02-17,17:01,Streaming,Y,Y,88,4
C2837,Martha,2021-02-17,10:23,Contract related,N,,251,
C2838,Jim,2021-02-17,10:18,Technical Support,N,,232,
C2839,Becky,2021-02-17,15:11,Streaming,Y,Y,19,3
C2840,Martha,2021-02-17,12:27,Payment related,Y,Y,34,4
C2841,Dan,2021-02-17,13:41,Streaming,N,,249,
C2842,Stewart,2021-02-17,08:38,Admin Support,Y,N,68,5
C2843,Diane,2021-02-17,09:23,Technical Support,Y,Y,58,4
C2844,Jim,2021-02-17,14:01,Streaming,Y,Y,117,4
C2845,Joe,2021-02-17,08:51,Streaming,Y,Y,114,1
C2846,Martha,2021-02-17,13:10,Streaming,Y,Y,20,5
C2847,Becky,2021-02-17,13:04,Technical Support,Y,Y,120,3
C2848,Greg,2021-02-17,16:45,Payment related,Y,N,29,4
C2849,Joe,2021-02-17,14:04,Admin Support,Y,Y,67,2
C2850,Diane,2021-02-17,17:52,Admin Support,Y,N,31,3
C2851,Becky,2021-02-17,10:41,Streaming,Y,Y,90,3
C2852,Jim,2021-02-17,09:46,Payment related,Y,N,117,5
C2853,Jim,2021-02-17,16:24,Streaming,Y,Y,60,3
C2854,Becky,2021-02-18,17:30,Streaming,Y,N,107,4
C2855,Dan,2021-02-18,17:43,Technical Support,Y,Y,89,4
C2856,Dan,2021-02-18,10:02,Streaming,Y,Y,83,4
C2857,Becky,2021-02-18,16:10,Technical Support,Y,N,51,5
C2858,Becky,2021-02-18,16:56,Technical Support,Y,N,80,4
C2859,Becky,2021-02-18,10:29,Contract related,N,,214,
C2860,Joe,2021-02-18,14:19,Technical Support,Y,Y,120,4
C2861,Martha,2021-02-18,17:36,Payment related,Y,Y,87,3
C2862,Jim,2021-02-18,12:02,Technical Support,Y,N,120,5
C2863,Becky,2021-02-18,17:12,Payment related,Y,Y,40,5
C2864,Greg,2021-02-18,17:17,Technical Support,Y,N,20,4
C2865,Becky,2021-02-18,10:36,Technical Support,Y,Y,16,3
C2866,Joe,2021-02-18,17:12,Payment related,Y,N,60,5
C2867,Diane,2021-02-18,08:13,Streaming,Y,Y,63,3
C2868,Becky,2021-02-18,11:45,Technical Support,Y,Y,15,4
C2869,Martha,2021-02-18,14:49,Streaming,Y,N,17,4
C2870,Becky,2021-02-18,16:05,Payment related,Y,Y,45,3
C2871,Joe,2021-02-18,13:59,Payment related,Y,Y,113,4
C2872,Jim,2021-02-18,13:45,Technical Support,Y,N,53,4
C2873,Becky,2021-02-18,16:05,Technical Support,Y,Y,21,1
C2874,Greg,2021-02-18,14:53,Payment related,Y,Y,27,5
C2875,Martha,2021-02-18,11:28,Contract related,Y,Y,26,4
C2876,Greg,2021-02-18,14:23,Technical Support,Y,Y,118,3
C2877,Greg,2021-02-18,17:12,Admin Support,Y,Y,41,3
C2878,Becky,2021-02-18,11:26,Streaming,Y,N,92,4
C2879,Greg,2021-02-18,11:56,Contract related,Y,Y,21,2
C2880,Jim,2021-02-18,14:17,Admin Support,Y,Y,26,5
C2881,Diane,2021-02-18,10:08,Technical Support,Y,N,15,3
C2882,Jim,2021-02-18,16:09,Technical Support,Y,Y,48,5
C2883,Diane,2021-02-18,17:29,Admin Support,Y,N,67,3
C2884,Stewart,2021-02-18,17:14,Contract related,Y,Y,35,4
C2885,Dan,2021-02-18,17:35,Payment related,Y,Y,102,4
C2886,Stewart,2021-02-18,09:11,Technical Support,Y,Y,65,2
C2887,Dan,2021-02-18,08:29,Streaming,Y,Y,21,2
C2888,Dan,2021-02-18,14:33,Technical Support,Y,Y,110,5
C2889,Dan,2021-02-18,11:57,Payment related,N,,230,
C2890,Martha,2021-02-18,12:22,Streaming,Y,Y,83,5
C2891,Becky,2021-02-18,08:47,Technical Support,Y,N,113,5
C2892,Greg,2021-02-18,17:48,Technical Support,Y,N,54,4
C2893,Becky,2021-02-18,16:28,Contract related,N,,188,
C2894,Martha,2021-02-18,12:01,Payment related,Y,Y,78,5
C2895,Greg,2021-02-18,16:13,Technical Support,Y,Y,86,5
C2896,Dan,2021-02-18,09:26,Streaming,Y,Y,101,2
C2897,Becky,2021-02-18,13:11,Technical Support,Y,Y,68,5
C2898,Becky,2021-02-18,12:22,Contract related,N,,185,
C2899,Joe,2021-02-18,17:59,Contract related,Y,Y,80,5
C2900,Greg,2021-02-18,11:39,Technical Support,N,,234,
C2901,Diane,2021-02-18,10:03,Technical Support,Y,N,28,5
C2902,Joe,2021-02-18,11:36,Contract related,N,,166,
C2903,Greg,2021-02-18,11:55,Admin Support,Y,Y,68,5
C2904,Dan,2021-02-18,15:35,Contract related,Y,Y,96,4
C2905,Stewart,2021-02-18,11:47,Streaming,Y,N,17,5
C2906,Greg,2021-02-18,15:17,Payment related,Y,Y,100,5
C2907,Martha,2021-02-18,13:12,Technical Support,Y,Y,100,4
C2908,Greg,2021-02-18,11:21,Technical Support,N,,253,
C2909,Greg,2021-02-18,10:04,Payment related,Y,Y,66,4
C2910,Stewart,2021-02-18,16:01,Admin Support,N,,155,
C2911,Stewart,2021-02-18,10:10,Technical Support,Y,Y,117,5
C2912,Martha,2021-02-18,11:01,Payment related,Y,Y,82,4
C2913,Joe,2021-02-18,16:15,Streaming,Y,Y,79,4
C2914,Dan,2021-02-18,17:12,Streaming,Y,Y,72,4
C2915,Jim,2021-02-18,14:38,Streaming,Y,Y,16,3
C2916,Martha,2021-02-19,16:15,Admin Support,Y,Y,120,4
C2917,Jim,2021-02-19,15:26,Admin Support,Y,Y,64,5
C2918,Jim,2021-02-19,10:22,Payment related,Y,Y,51,5
C2919,Stewart,2021-02-19,14:52,Contract related,N,,230,
C2920,Joe,2021-02-19,10:13,Technical Support,Y,Y,30,1
C2921,Joe,2021-02-19,17:35,Technical Support,Y,Y,74,4
C2922,Joe,2021-02-19,09:14,Streaming,Y,Y,85,5
C2923,Joe,2021-02-19,10:39,Contract related,Y,N,101,4
C2924,Becky,2021-02-19,15:40,Technical Support,Y,Y,40,4
C2925,Joe,2021-02-19,16:02,Contract related,Y,Y,15,3
C2926,Stewart,2021-02-19,11:00,Admin Support,Y,N,19,1
C2927,Greg,2021-02-19,15:42,Streaming,Y,Y,65,5
C2928,Martha,2021-02-19,10:52,Technical Support,Y,N,92,4
C2929,Joe,2021-02-19,12:22,Technical Support,Y,Y,117,4
C2930,Becky,2021-02-19,15:04,Payment related,Y,Y,61,5
C2931,Martha,2021-02-19,17:09,Technical Support,Y,N,53,5
C2932,Joe,2021-02-19,12:00,Contract related,Y,Y,119,4
C2933,Dan,2021-02-19,15:57,Technical Support,Y,N,29,4
C2934,Dan,2021-02-19,16:36,Technical Support,N,,214,
C2935,Jim,2021-02-19,09:01,Technical Support,Y,Y,118,5
C2936,Diane,2021-02-19,16:20,Streaming,Y,N,63,4
C2937,Becky,2021-02-19,12:51,Payment related,Y,N,44,4
C2938,Stewart,2021-02-19,17:55,Streaming,Y,Y,56,1
C2939,Greg,2021-02-19,10:48,Contract related,Y,N,34,4
C2940,Becky,2021-02-19,16:37,Contract related,Y,Y,85,4
C2941,Martha,2021-02-19,15:58,Streaming,Y,N,78,3
C2942,Stewart,2021-02-19,09:14,Admin Support,Y,Y,61,3
C2943,Jim,2021-02-19,12:40,Admin Support,N,,209,
C2944,Becky,2021-02-19,10:46,Streaming,Y,Y,112,5
C2945,Greg,2021-02-19,17:49,Technical Support,Y,Y,60,2
C2946,Diane,2021-02-19,10:29,Streaming,Y,Y,64,5
C2947,Diane,2021-02-19,15:30,Technical Support,Y,Y,77,3
C2948,Jim,2021-02-19,17:33,Admin Support,N,,187,
C2949,Greg,2021-02-19,16:53,Technical Support,Y,Y,38,4
C2950,Stewart,2021-02-19,10:11,Technical Support,Y,Y,66,5
C2951,Greg,2021-02-19,16:11,Contract related,Y,Y,32,1
C2952,Diane,2021-02-19,15:24,Streaming,N,,260,
C2953,Stewart,2021-02-19,16:13,Streaming,Y,N,75,4
C2954,Dan,2021-02-19,10:38,Streaming,Y,Y,75,4
C2955,Jim,2021-02-19,12:42,Admin Support,Y,N,65,4
C2956,Stewart,2021-02-19,11:03,Admin Support,Y,Y,59,5
C2957,Dan,2021-02-19,15:53,Technical Support,Y,N,56,4
C2958,Jim,2021-02-19,13:16,Technical Support,Y,N,67,4
C2959,Joe,2021-02-19,15:32,Technical Support,Y,Y,70,5
C2960,Jim,2021-02-19,14:55,Streaming,Y,Y,38,4
C2961,Dan,2021-02-19,16:47,Technical Support,Y,Y,37,3
C2962,Martha,2021-02-19,14:30,Streaming,Y,Y,62,4
C2963,Martha,2021-02-19,13:38,Contract related,Y,Y,114,3
C2964,Stewart,2021-02-19,14:34,Streaming,Y,Y,88,4
C2965,Martha,2021-02-19,08:11,Admin Support,N,,151,
C2966,Dan,2021-02-19,11:54,Streaming,N,,245,
C2967,Jim,2021-02-19,12:36,Streaming,N,,184,
C2968,Greg,2021-02-19,10:25,Technical Support,Y,Y,18,5
C2969,Jim,2021-02-19,13:56,Contract related,Y,Y,39,4
C2970,Stewart,2021-02-19,15:56,Payment related,N,,187,
C2971,Dan,2021-02-19,14:13,Technical Support,Y,Y,50,4
C2972,Joe,2021-02-19,11:07,Streaming,Y,Y,45,5
C2973,Jim,2021-02-19,08:14,Payment related,Y,Y,22,3
C2974,Stewart,2021-02-19,12:46,Streaming,Y,N,43,2
C2975,Joe,2021-02-19,15:48,Streaming,N,,170,
C2976,Becky,2021-02-19,16:07,Streaming,Y,Y,113,4
C2977,Becky,2021-02-19,12:08,Payment related,Y,Y,120,3
C2978,Greg,2021-02-19,16:35,Technical Support,Y,Y,94,5
C2979,Joe,2021-02-19,14:01,Payment related,Y,Y,53,5
C2980,Stewart,2021-02-19,12:31,Admin Support,N,,152,
C2981,Jim,2021-02-19,10:34,Payment related,N,,222,
C2982,Dan,2021-02-19,17:54,Payment related,Y,N,62,5
C2983,Diane,2021-02-19,17:56,Payment related,Y,Y,19,4
C2984,Stewart,2021-02-19,10:10,Contract related,Y,Y,36,3
C2985,Stewart,2021-02-19,09:09,Contract related,Y,Y,22,2
C2986,Stewart,2021-02-20,17:18,Admin Support,Y,Y,66,4
C2987,Greg,2021-02-20,16:51,Payment related,Y,Y,114,3
C2988,Diane,2021-02-20,16:18,Technical Support,Y,Y,15,5
C2989,Diane,2021-02-20,08:36,Streaming,N,,250,
C2990,Martha,2021-02-20,11:17,Streaming,Y,Y,57,5
C2991,Dan,2021-02-20,12:58,Contract related,Y,Y,78,4
C2992,Greg,2021-02-20,09:29,Payment related,Y,Y,16,4
C2993,Greg,2021-02-20,14:55,Payment related,Y,N,58,4
C2994,Dan,2021-02-20,16:37,Streaming,Y,Y,27,4
C2995,Dan,2021-02-20,11:25,Contract related,N,,185,
C2996,Becky,2021-02-20,13:09,Technical Support,Y,N,104,1
C2997,Joe,2021-02-20,14:07,Admin Support,Y,Y,90,3
C2998,Greg,2021-02-20,15:34,Technical Support,Y,Y,36,5
C2999,Diane,2021-02-20,09:44,Contract related,Y,Y,49,3
C3000,Martha,2021-02-20,15:06,Technical Support,Y,Y,71,4
C3001,Dan,2021-02-20,14:40,Technical Support,Y,Y,103,5
C3002,Martha,2021-02-20,16:09,Technical Support,Y,N,95,5
C3003,Martha,2021-02-20,11:59,Payment related,Y,N,53,5
C3004,Becky,2021-02-20,13:02,Technical Support,Y,Y,41,5
C3005,Becky,2021-02-20,15:37,Technical Support,Y,Y,22,3
C3006,Greg,2021-02-20,13:34,Contract related,Y,N,57,4
C3007,Diane,2021-02-20,15:22,Admin Support,Y,N,56,5
C3008,Dan,2021-02-20,15:30,Technical Support,Y,N,49,4
C3009,Dan,2021-02-20,10:37,Technical Support,N,,260,
C3010,Stewart,2021-02-20,15:55,Payment related,Y,Y,36,4
C3011,Stewart,2021-02-20,10:55,Streaming,Y,Y,108,5
C3012,Dan,2021-02-20,17:25,Admin Support,N,,207,
C3013,Diane,2021-02-20,10:26,Payment related,Y,Y,16,2
C3014,Dan,2021-02-20,17:50,Streaming,Y,Y,88,3
C3015,Becky,2021-02-20,08:00,Technical Support,N,,206,
C3016,Becky,2021-02-20,09:26,Streaming,N,,264,
C3017,Jim,2021-02-20,12:53,Contract related,Y,Y,23,4
C3018,Jim,2021-02-20,11:02,Payment related,Y,Y,112,2
C3019,Diane,2021-02-20,11:23,Technical Support,Y,Y,74,2
C3020,Becky,2021-02-20,17:14,Contract related,Y,Y,17,5
C3021,Jim,2021-02-20,10:31,Technical Support,Y,Y,102,5
C3022,Joe,2021-02-20,16:03,Contract related,N,,200,
C3023,Stewart,2021-02-20,11:45,Streaming,Y,Y,37,3
C3024,Becky,2021-02-20,12:28,Payment related,N,,236,
C3025,Diane,2021-02-20,10:55,Admin Support,Y,Y,116,4
C3026,Becky,2021-02-20,11:05,Technical Support,N,,241,
C3027,Greg,2021-02-20,09:22,Contract related,Y,N,40,4
C3028,Becky,2021-02-21,13:57,Technical Support,Y,Y,111,1
C3029,Greg,2021-02-21,16:13,Payment related,Y,N,119,3
C3030,Joe,2021-02-21,12:04,Technical Support,Y,Y,71,1
C3031,Joe,2021-02-21,09:54,Payment related,Y,Y,104,3
C3032,Diane,2021-02-21,16:18,Technical Support,Y,Y,113,4
C3033,Becky,2021-02-21,11:22,Admin Support,Y,Y,64,4
C3034,Jim,2021-02-21,13:48,Streaming,N,,248,
C3035,Diane,2021-02-21,14:47,Technical Support,Y,Y,87,1
C3036,Diane,2021-02-21,15:11,Technical Support,Y,Y,98,1
C3037,Stewart,2021-02-21,17:38,Streaming,N,,230,
C3038,Greg,2021-02-21,16:30,Streaming,Y,Y,56,5
C3039,Jim,2021-02-21,14:53,Payment related,Y,Y,48,4
C3040,Becky,2021-02-21,09:31,Payment related,Y,Y,81,3
C3041,Becky,2021-02-21,11:03,Payment related,Y,N,98,5
C3042,Greg,2021-02-21,12:26,Contract related,N,,166,
C3043,Diane,2021-02-21,15:24,Technical Support,N,,265,
C3044,Stewart,2021-02-21,17:04,Payment related,N,,161,
C3045,Jim,2021-02-21,13:52,Contract related,Y,Y,104,3
C3046,Greg,2021-02-21,16:00,Technical Support,Y,Y,86,4
C3047,Stewart,2021-02-21,11:15,Technical Support,N,,154,
C3048,Diane,2021-02-21,12:02,Payment related,Y,N,90,4
C3049,Joe,2021-02-21,11:25,Payment related,Y,Y,66,4
C3050,Martha,2021-02-21,16:57,Technical Support,Y,N,68,4
C3051,Greg,2021-02-21,16:58,Admin Support,Y,N,72,4
C3052,Diane,2021-02-21,13:21,Technical Support,Y,Y,120,1
C3053,Becky,2021-02-21,13:13,Streaming,Y,Y,80,5
C3054,Joe,2021-02-21,16:32,Contract related,Y,N,117,5
C3055,Greg,2021-02-21,11:01,Payment related,Y,Y,73,2
C3056,Becky,2021-02-21,14:35,Admin Support,Y,Y,66,5
C3057,Becky,2021-02-21,13:26,Streaming,N,,247,
C3058,Dan,2021-02-21,09:48,Payment related,N,,264,
C3059,Diane,2021-02-21,16:30,Contract related,Y,Y,80,5
C3060,Dan,2021-02-21,09:36,Technical Support,Y,Y,56,5
C3061,Diane,2021-02-21,15:49,Technical Support,Y,N,15,4
C3062,Greg,2021-02-21,16:19,Streaming,Y,Y,41,5
C3063,Diane,2021-02-21,14:43,Contract related,Y,N,56,3
C3064,Jim,2021-02-21,17:38,Streaming,Y,Y,68,4
C3065,Dan,2021-02-21,17:38,Streaming,Y,Y,39,1
C3066,Dan,2021-02-21,11:38,Contract related,Y,Y,80,5
C3067,Diane,2021-02-21,11:50,Admin Support,Y,N,103,4
C3068,Martha,2021-02-21,15:29,Technical Support,Y,N,64,4
C3069,Diane,2021-02-21,17:17,Payment related,Y,Y,89,5
C3070,Jim,2021-02-21,15:58,Streaming,Y,Y,113,4
C3071,Martha,2021-02-21,15:09,Technical Support,Y,Y,20,2
C3072,Dan,2021-02-21,09:38,Technical Support,Y,Y,21,3
C3073,Jim,2021-02-21,13:34,Technical Support,N,,259,
C3074,Becky,2021-02-21,09:10,Streaming,Y,N,85,3
C3075,Greg,2021-02-21,16:18,Admin Support,Y,N,99,5
C3076,Stewart,2021-02-21,13:33,Contract related,Y,Y,95,3
C3077,Becky,2021-02-22,12:00,Contract related,Y,Y,64,5
C3078,Becky,2021-02-22,10:30,Technical Support,Y,Y,32,5
C3079,Joe,2021-02-22,11:07,Streaming,Y,Y,68,3
C3080,Greg,2021-02-22,17:16,Technical Support,Y,Y,95,4
C3081,Joe,2021-02-22,14:21,Contract related,Y,Y,110,3
C3082,Dan,2021-02-22,15:42,Technical Support,Y,Y,67,4
C3083,Dan,2021-02-22,14:59,Contract related,Y,Y,38,4
C3084,Becky,2021-02-22,11:28,Admin Support,N,,157,
C3085,Joe,2021-02-22,11:24,Streaming,N,,187,
C3086,Dan,2021-02-22,11:20,Admin Support,N,,189,
C3087,Diane,2021-02-22,09:22,Payment related,Y,Y,25,5
C3088,Stewart,2021-02-22,16:50,Admin Support,Y,Y,46,5
C3089,Dan,2021-02-22,16:17,Streaming,N,,222,
C3090,Diane,2021-02-22,13:31,Technical Support,Y,Y,67,3
C3091,Diane,2021-02-22,10:08,Technical Support,Y,N,92,5
C3092,Greg,2021-02-22,17:26,Payment related,Y,Y,87,5
C3093,Dan,2021-02-22,17:54,Streaming,Y,Y,92,4
C3094,Dan,2021-02-22,10:26,Streaming,Y,Y,73,5
C3095,Dan,2021-02-22,14:26,Streaming,Y,Y,90,5
C3096,Dan,2021-02-22,17:42,Payment related,Y,N,108,4
C3097,Joe,2021-02-22,11:48,Contract related,Y,Y,105,4
C3098,Becky,2021-02-22,14:23,Streaming,Y,Y,37,1
C3099,Greg,2021-02-22,17:51,Contract related,N,,162,
C3100,Diane,2021-02-22,12:38,Contract related,Y,Y,31,4
C3101,Martha,2021-02-22,08:57,Technical Support,Y,N,104,4
C3102,Martha,2021-02-22,12:53,Contract related,Y,Y,44,5
C3103,Martha,2021-02-22,16:46,Streaming,Y,Y,118,4
C3104,Joe,2021-02-22,11:57,Streaming,Y,Y,97,3
C3105,Dan,2021-02-22,15:19,Payment related,Y,Y,52,5
C3106,Dan,2021-02-22,12:45,Streaming,Y,Y,44,1
C3107,Becky,2021-02-22,17:27,Payment related,Y,Y,48,4
C3108,Jim,2021-02-22,14:08,Payment related,N,,201,
C3109,Jim,2021-02-22,14:56,Streaming,Y,Y,15,4
C3110,Becky,2021-02-22,12:06,Payment related,N,,169,
C3111,Greg,2021-02-22,15:41,Admin Support,Y,Y,54,4
C3112,Stewart,2021-02-22,10:10,Streaming,Y,Y,99,4
C3113,Jim,2021-02-22,16:06,Streaming,Y,Y,36,2
C3114,Jim,2021-02-22,17:22,Streaming,Y,Y,99,3
C3115,Stewart,2021-02-22,09:44,Admin Support,Y,Y,107,2
C3116,Diane,2021-02-22,10:30,Streaming,Y,Y,38,5
C3117,Greg,2021-02-22,16:19,Admin Support,Y,Y,114,3
C3118,Becky,2021-02-22,12:28,Contract related,Y,Y,23,5
C3119,Joe,2021-02-22,16:44,Technical Support,Y,N,24,5
C3120,Stewart,2021-02-22,14:58,Streaming,Y,N,36,5
C3121,Greg,2021-02-22,14:05,Technical Support,Y,Y,92,5
C3122,Jim,2021-02-22,14:22,Technical Support,Y,Y,109,5
C3123,Joe,2021-02-22,11:53,Technical Support,Y,Y,100,4
C3124,Becky,2021-02-22,14:07,Streaming,Y,Y,21,3
C3125,Jim,2021-02-22,14:57,Payment related,Y,Y,84,3
C3126,Diane,2021-02-22,08:48,Payment related,Y,Y,37,2
C3127,Diane,2021-02-22,14:43,Payment related,Y,Y,109,5
C3128,Becky,2021-02-22,11:23,Payment related,Y,N,110,1
C3129,Jim,2021-02-22,13:34,Streaming,Y,Y,58,2
C3130,Becky,2021-02-22,17:18,Payment related,Y,Y,45,4
C3131,Jim,2021-02-22,12:12,Contract related,Y,Y,48,5
C3132,Jim,2021-02-22,13:32,Admin Support,N,,212,
C3133,Joe,2021-02-22,09:46,Contract related,Y,Y,101,5
C3134,Greg,2021-02-23,15:05,Contract related,Y,Y,33,5
C3135,Stewart,2021-02-23,12:06,Technical Support,Y,Y,58,3
C3136,Martha,2021-02-23,12:11,Streaming,Y,Y,73,5
C3137,Dan,2021-02-23,15:10,Streaming,Y,N,101,1
C3138,Stewart,2021-02-23,13:17,Payment related,Y,Y,116,2
C3139,Dan,2021-02-23,14:57,Contract related,N,,160,
C3140,Greg,2021-02-23,13:04,Technical Support,Y,Y,58,5
C3141,Joe,2021-02-23,14:26,Admin Support,N,,166,
C3142,Diane,2021-02-23,16:11,Technical Support,Y,Y,15,4
C3143,Becky,2021-02-23,17:08,Streaming,Y,Y,62,4
C3144,Jim,2021-02-23,14:28,Streaming,Y,Y,57,5
C3145,Jim,2021-02-23,09:15,Technical Support,Y,N,62,1
C3146,Martha,2021-02-23,15:56,Payment related,Y,N,94,4
C3147,Diane,2021-02-23,10:55,Payment related,Y,N,22,5
C3148,Dan,2021-02-23,11:01,Technical Support,Y,Y,35,5
C3149,Stewart,2021-02-23,15:29,Payment related,Y,Y,29,4
C3150,Jim,2021-02-23,16:25,Streaming,Y,Y,32,5
C3151,Joe,2021-02-23,13:58,Contract related,Y,Y,49,5
C3152,Jim,2021-02-23,14:08,Technical Support,Y,N,51,5
C3153,Martha,2021-02-23,17:14,Streaming,Y,Y,106,4
C3154,Stewart,2021-02-23,12:40,Technical Support,Y,N,51,5
C3155,Dan,2021-02-23,12:25,Contract related,Y,Y,34,2
C3156,Stewart,2021-02-23,14:03,Payment related,Y,Y,118,4
C3157,Dan,2021-02-23,16:53,Technical Support,Y,Y,52,4
C3158,Becky,2021-02-23,14:48,Contract related,Y,Y,60,5
C3159,Stewart,2021-02-23,09:32,Streaming,Y,Y,15,2
C3160,Martha,2021-02-23,11:46,Technical Support,Y,Y,21,4
C3161,Stewart,2021-02-23,13:03,Streaming,Y,Y,46,4
C3162,Greg,2021-02-23,11:36,Streaming,Y,Y,110,4
C3163,Stewart,2021-02-23,09:51,Payment related,N,,209,
C3164,Joe,2021-02-23,14:20,Streaming,N,,160,
C3165,Becky,2021-02-23,15:59,Technical Support,Y,Y,106,4
C3166,Becky,2021-02-23,11:21,Contract related,Y,Y,56,5
C3167,Joe,2021-02-23,13:40,Technical Support,N,,197,
C3168,Dan,2021-02-23,15:03,Contract related,N,,238,
C3169,Martha,2021-02-23,13:30,Technical Support,Y,Y,97,2
C3170,Stewart,2021-02-23,10:01,Technical Support,Y,Y,119,3
C3171,Joe,2021-02-23,15:44,Streaming,Y,Y,66,3
C3172,Dan,2021-02-23,09:55,Technical Support,Y,N,117,5
C3173,Dan,2021-02-23,13:39,Technical Support,Y,N,94,5
C3174,Stewart,2021-02-23,10:46,Payment related,Y,Y,38,1
C3175,Jim,2021-02-23,09:44,Streaming,Y,Y,117,3
C3176,Diane,2021-02-23,11:08,Contract related,Y,Y,90,4
C3177,Joe,2021-02-23,16:00,Technical Support,Y,Y,49,5
C3178,Jim,2021-02-23,10:24,Contract related,Y,Y,103,4
C3179,Diane,2021-02-23,09:35,Streaming,Y,N,115,3
C3180,Dan,2021-02-23,11:43,Streaming,Y,N,107,5
C3181,Joe,2021-02-23,17:31,Technical Support,Y,N,68,5
C3182,Becky,2021-02-23,13:02,Technical Support,Y,Y,117,4
C3183,Jim,2021-02-23,11:23,Streaming,Y,Y,55,3
C3184,Dan,2021-02-23,13:19,Payment related,Y,N,96,4
C3185,Jim,2021-02-23,15:46,Streaming,Y,Y,97,5
C3186,Stewart,2021-02-23,13:48,Technical Support,Y,Y,62,4
C3187,Becky,2021-02-23,08:59,Admin Support,Y,Y,105,4
C3188,Stewart,2021-02-23,16:42,Payment related,Y,N,116,3
C3189,Greg,2021-02-23,12:04,Payment related,Y,Y,97,4
C3190,Diane,2021-02-23,10:59,Contract related,Y,Y,77,5
C3191,Greg,2021-02-23,16:45,Admin Support,Y,Y,91,5
C3192,Stewart,2021-02-23,13:02,Admin Support,Y,Y,104,5
C3193,Becky,2021-02-23,11:52,Admin Support,Y,Y,31,5
C3194,Becky,2021-02-23,17:16,Streaming,Y,Y,89,5
C3195,Martha,2021-02-23,16:51,Payment related,N,,192,
C3196,Stewart,2021-02-23,14:35,Streaming,Y,Y,38,5
C3197,Dan,2021-02-23,12:44,Streaming,Y,Y,82,5
C3198,Greg,2021-02-23,11:31,Streaming,N,,231,
C3199,Joe,2021-02-23,10:25,Payment related,Y,Y,80,5
C3200,Dan,2021-02-23,14:58,Streaming,Y,Y,76,2
C3201,Greg,2021-02-23,15:54,Streaming,Y,Y,24,5
C3202,Greg,2021-02-23,10:46,Payment related,Y,Y,110,5
