CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-3033,Male,No,No,No,14,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,72.91,1026.38,No
CUST-3034,Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.9,687.81,Yes
CUST-3035,Female,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.49,261.78,No
CUST-3036,Female,No,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.45,599.28,No
CUST-3037,Female,No,No,No,5,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,98.56,525.83,Yes
CUST-3038,Male,No,No,No,12,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,99.97,1190.78,No
CUST-3039,Male,No,No,Yes,50,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),88.83,4461.97,Yes
CUST-3040,Female,No,No,Yes,5,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.73,285.41,Yes
CUST-3041,Male,No,No,Yes,12,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,71.88,900.69,Yes
CUST-3042,Male,Yes,Yes,No,22,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.4,1596.63,No
CUST-3043,Female,No,No,No,41,Yes,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),58.25,2407.07,No
CUST-3044,Female,No,Yes,No,46,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,50.34,2364.71,No
CUST-3045,Male,No,No,Yes,3,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,44.5,168.41,Yes
CUST-3046,Female,No,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,83.11,1426.79,Yes
CUST-3047,Female,No,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),78.68,2122.28,No
CUST-3048,Male,No,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),68.45,2395.22,No
CUST-3049,Female,No,No,No,41,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),64.71,2676.47,No
CUST-3050,Male,No,Yes,No,22,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,51.52,1130.53,No
CUST-3051,Female,Yes,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,65.75,417.45,No
CUST-3052,Female,No,Yes,Yes,43,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,No,Mailed check,54.57,2369.22,Yes
CUST-3053,Female,Yes,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.22,1201.94,No
CUST-3054,Male,No,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.7,1130.06,No
CUST-3055,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.2,402.06,No
CUST-3056,Male,Yes,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.07,445.95,No
CUST-3057,Male,No,No,No,70,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),62.29,4380.42,No
CUST-3058,Female,No,No,No,24,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.69,1801.42,Yes
CUST-3059,Male,No,No,No,7,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,94.36,661.56,Yes
CUST-3060,Male,Yes,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.3,2268.91,No
CUST-3061,Male,Yes,Yes,No,70,Yes,No,DSL,No,No internet service,Yes,No,No,No,Two year,Yes,Credit card (automatic),67.97,4762.33,No
CUST-3062,Female,No,Yes,No,17,No,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,54.72,963.85,Yes
CUST-3063,Female,No,No,No,57,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),89.45,5093.65,No
CUST-3064,Female,Yes,No,No,22,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,42.04,968.44,Yes
CUST-3065,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.66,447.91,Yes
CUST-3066,Female,No,Yes,No,24,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.73,1207.69,Yes
CUST-3067,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.15,683.09,No
CUST-3068,Male,No,Yes,No,16,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,71.41,1123.2,No
CUST-3069,Female,No,No,No,21,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),44.32,912.27,No
CUST-3070,Female,No,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.71,892.41,Yes
CUST-3071,Male,No,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,46.16,1590.53,No
CUST-3072,Female,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),81.67,2897.46,No
CUST-3073,Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.9,328.42,No
CUST-3074,Female,Yes,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,15.66,308.91,No
CUST-3075,Female,No,No,Yes,61,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),72.32,4393.96,No
CUST-3076,Male,Yes,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.34,867.05,Yes
CUST-3077,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.85,706.34,No
CUST-3078,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.5,742.33,Yes
CUST-3079,Male,No,No,Yes,32,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,68.0,2188.96,Yes
CUST-3080,Female,No,No,Yes,15,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,57.99,883.03,No
CUST-3081,Male,No,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,83.97,2247.84,Yes
CUST-3082,Female,No,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,82.34,347.46,Yes
CUST-3083,Female,Yes,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.01,1234.88,No
CUST-3084,Male,No,No,Yes,25,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,66.94,1664.84,No
CUST-3085,Female,No,No,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),49.9,324.67,No
CUST-3086,Female,No,No,No,35,No,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Mailed check,72.4,2561.8,No
CUST-3087,Male,No,No,Yes,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.94,175.58,No
CUST-3088,Female,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.89,958.56,No
CUST-3089,Female,No,No,No,13,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),46.45,647.25,No
CUST-3090,Male,Yes,No,No,6,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.85,477.52,Yes
CUST-3091,Male,No,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46.04,2247.63,No
CUST-3092,Male,No,No,No,25,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),71.36,1826.2,No
CUST-3093,Male,No,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),68.21,4406.46,No
CUST-3094,Female,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,83.96,3312.01,No
CUST-3095,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,93.98,1485.0,Yes
CUST-3096,Male,No,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,91.94,1402.23,Yes
CUST-3097,Male,No,Yes,No,36,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,91.43,3287.06,No
CUST-3098,Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.06,3316.29,No
CUST-3099,Female,No,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.09,973.99,No
CUST-3100,Male,No,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.66,1184.0,No
CUST-3101,Male,No,No,No,10,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.8,402.33,Yes
CUST-3102,Male,No,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,42.23,1570.89,No
CUST-3103,Male,No,Yes,Yes,18,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,84.19,1549.99,Yes
CUST-3104,Male,No,No,Yes,16,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.52,1065.43,No
CUST-3105,Male,No,No,No,2,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),63.73,173.28,No
CUST-3106,Male,No,No,No,14,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,98.52,1374.11,Yes
CUST-3107,Male,No,Yes,No,32,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.21,2337.29,No
CUST-3108,Female,No,No,No,39,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,73.94,2868.35,Yes
CUST-3109,Female,No,No,No,48,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),68.75,3293.71,Yes
CUST-3110,Male,No,No,No,10,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.43,493.09,Yes
CUST-3111,Female,No,No,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.15,126.03,Yes
CUST-3112,Female,No,No,No,14,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Electronic check,95.78,1323.84,No
CUST-3113,Male,No,No,No,30,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,51.03,1532.32,No
CUST-3114,Female,No,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),54.23,518.64,Yes
CUST-3115,Female,No,Yes,No,31,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),42.74,1324.19,No
CUST-3116,Female,No,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.06,942.88,Yes
CUST-3117,Female,No,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.74,805.39,Yes
CUST-3118,Female,No,No,Yes,13,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.07,930.29,Yes
CUST-3119,Female,No,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,71.36,3493.67,No
CUST-3120,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,72.79,5042.75,No
CUST-3121,Male,Yes,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.98,503.72,No
CUST-3122,Female,Yes,Yes,No,16,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,80.89,1296.89,Yes
CUST-3123,Female,No,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,70.25,1262.04,No
CUST-3124,Male,No,No,No,39,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,80.25,3110.6,Yes
CUST-3125,Male,No,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,73.12,2857.02,No
CUST-3126,Female,Yes,No,Yes,11,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),68.58,750.53,No
CUST-3127,Male,No,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,74.72,940.54,Yes
CUST-3128,Male,No,No,Yes,20,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.32,1436.42,No
CUST-3129,Male,Yes,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,71.7,932.02,No
CUST-3130,Male,No,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.64,102.7,No
CUST-3131,Female,No,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),65.1,996.45,Yes
CUST-3132,Male,No,Yes,No,61,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),74.87,4576.1,No
CUST-3133,Female,No,Yes,Yes,22,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,55.17,1214.77,Yes
CUST-3134,Male,No,Yes,Yes,69,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),81.17,5618.1,No
CUST-3135,Female,No,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,54.14,2209.11,No
CUST-3136,Female,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.46,56.1,No
CUST-3137,Male,Yes,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.48,1169.13,No
CUST-3138,Female,No,Yes,No,61,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,69.65,4260.77,Yes
CUST-3139,Female,Yes,No,No,3,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,54.41,197.98,Yes
CUST-3140,Female,No,Yes,Yes,19,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,82.93,1593.32,Yes
CUST-3141,Female,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.99,366.61,Yes
CUST-3142,Female,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),67.87,1026.63,No
CUST-3143,Female,Yes,Yes,Yes,3,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,96.59,320.16,Yes
CUST-3144,Male,No,No,Yes,13,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,74.33,979.26,No
CUST-3145,Female,No,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.93,1678.12,No
CUST-3146,Female,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.08,455.41,No
CUST-3147,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Mailed check,60.82,2516.61,No
CUST-3148,Male,No,Yes,No,1,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),71.25,93.15,No
CUST-3149,Male,No,No,No,13,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,85.5,1123.19,Yes
CUST-3150,Male,No,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.68,931.51,No
CUST-3151,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.48,128.09,Yes
CUST-3152,Female,No,No,No,14,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.94,1106.25,No
CUST-3153,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.76,337.47,Yes
CUST-3154,Female,No,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,82.39,1298.52,No
CUST-3155,Male,No,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.01,243.24,No
CUST-3156,Female,No,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,62.76,1452.43,Yes
CUST-3157,Male,No,No,No,11,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,45.39,499.08,Yes
CUST-3158,Female,No,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,45.74,1012.52,No
CUST-3159,Female,Yes,No,No,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.67,2512.74,No
CUST-3160,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.13,665.67,No
CUST-3161,Female,No,No,No,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,344.97,No
CUST-3162,Female,No,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.4,1364.48,Yes
CUST-3163,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),44.06,2473.08,No
CUST-3164,Female,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.95,1310.31,Yes
CUST-3165,Male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.36,315.54,No
CUST-3166,Female,No,Yes,Yes,22,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),40.83,924.31,No
CUST-3167,Female,No,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,48.83,774.54,Yes
CUST-3168,Male,No,No,No,41,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),72.34,2985.86,No
CUST-3169,Male,Yes,No,No,60,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),86.26,5185.35,No
CUST-3170,Female,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),51.04,3514.36,No
CUST-3171,Male,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.93,287.27,Yes
CUST-3172,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,66.37,915.69,No
CUST-3173,Male,No,No,No,61,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),98.5,6029.68,No
CUST-3174,Female,No,No,Yes,10,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.55,727.27,Yes
CUST-3175,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.1,1165.3,No
CUST-3176,Female,Yes,No,No,35,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,84.76,2965.13,No
CUST-3177,Female,Yes,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.29,251.71,Yes
CUST-3178,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.28,823.19,No
CUST-3179,Female,No,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.47,611.43,No
CUST-3180,Female,Yes,Yes,No,24,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,71.39,1705.37,No
CUST-3181,Male,No,Yes,No,22,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,80.86,1763.25,Yes
CUST-3182,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.13,314.3,Yes
CUST-3183,Male,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,88.35,1333.69,No
CUST-3184,Male,Yes,Yes,No,12,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,73.94,936.98,Yes
CUST-3185,Female,No,Yes,No,16,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,46.39,753.29,Yes
CUST-3186,Male,No,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.06,824.08,No
CUST-3187,Male,No,No,No,54,No,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,66.2,3560.09,No
CUST-3188,Female,Yes,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,94.27,4271.8,No
CUST-3189,Male,Yes,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.55,1451.98,No
CUST-3190,Male,No,No,No,48,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,91.92,4430.26,No
CUST-3191,Male,Yes,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.15,1787.72,No
CUST-3192,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,99.61,7090.47,No
CUST-3193,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.48,1350.76,Yes
CUST-3194,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,61.21,3211.95,No
CUST-3195,Male,No,No,No,46,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,88.69,4102.09,No
CUST-3196,Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,65.65,1122.59,No
CUST-3197,Male,Yes,No,Yes,24,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.09,1299.29,No
CUST-3198,Female,No,Yes,No,17,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.71,837.79,Yes
CUST-3199,Male,Yes,No,Yes,17,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.65,1214.71,No
CUST-3200,Female,Yes,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.08,846.21,Yes
CUST-3201,Male,Yes,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,94.22,2111.5,No
