Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of Answer (seconds),Satisfaction Rating
C2431,Stewart,2021-01-05,15:33:00,Technical Support,Y,Y,119,4
C2432,Jim,2021-01-11,17:49:00,Admin Support,Y,Y,109,4
C2433,Diane,2021-02-13,16:33:00,Technical Support,Y,Y,149,4
C2434,Greg,2021-03-22,16:57:00,Technical Support,N,N,,
C2435,Joe,2021-01-15,15:40:00,Technical Support,Y,Y,58,1
C2436,Joe,2021-01-30,11:02:00,Admin Support,Y,Y,100,5
C2437,Jim,2021-02-18,12:18:00,Streaming,Y,Y,82,4
C2438,Sarah,2021-01-18,14:35:00,Admin Support,Y,Y,149,4
C2439,Diane,2021-02-21,13:28:00,Admin Support,Y,N,32,4
C2440,Joe,2021-02-14,14:02:00,Payment related,Y,Y,15,4
C2441,Dan,2021-03-31,12:12:00,Admin Support,Y,N,79,4
C2442,Sarah,2021-02-26,10:56:00,Technical Support,Y,Y,45,4
C2443,Joe,2021-02-11,12:44:00,Streaming,Y,Y,12,3
C2444,Martha,2021-01-21,14:29:00,Payment related,Y,Y,86,3
C2445,Sarah,2021-03-20,13:33:00,Payment related,Y,Y,155,5
C2446,Greg,2021-02-06,14:27:00,Technical Support,Y,N,77,5
C2447,Diane,2021-02-09,16:50:00,Contract related,Y,N,166,2
C2448,Greg,2021-02-01,18:54:00,Admin Support,Y,Y,82,3
C2449,Diane,2021-02-03,09:48:00,Streaming,Y,Y,153,3
C2450,Greg,2021-03-17,13:26:00,Streaming,Y,Y,65,5
C2451,Stewart,2021-02-01,11:00:00,Technical Support,N,N,,
C2452,Jim,2021-01-08,16:07:00,Admin Support,N,N,,
C2453,Sarah,2021-02-11,13:54:00,Payment related,Y,Y,171,5
C2454,Jim,2021-02-13,14:37:00,Payment related,Y,N,19,3
C2455,Diane,2021-02-05,15:54:00,Contract related,Y,N,47,5
C2456,Joe,2021-01-07,18:09:00,Streaming,N,N,,
C2457,Sarah,2021-01-18,17:13:00,Technical Support,Y,Y,110,5
C2458,Sarah,2021-02-12,15:40:00,Streaming,Y,Y,10,4
C2459,Joe,2021-03-15,15:04:00,Admin Support,Y,Y,86,3
C2460,Diane,2021-02-19,12:04:00,Payment related,Y,Y,104,1
C2461,Diane,2021-01-24,12:26:00,Technical Support,Y,Y,44,1
C2462,Diane,2021-02-09,14:11:00,Admin Support,Y,Y,37,1
C2463,Jim,2021-03-16,14:47:00,Streaming,Y,N,111,5
C2464,Greg,2021-03-12,17:41:00,Admin Support,Y,Y,46,4
C2465,Martha,2021-03-16,20:09:00,Admin Support,N,N,,
C2466,Joe,2021-02-26,18:04:00,Streaming,Y,Y,19,4
C2467,Greg,2021-01-20,12:50:00,Admin Support,Y,Y,22,3
C2468,Dan,2021-02-20,13:28:00,Contract related,Y,Y,50,3
C2469,Martha,2021-01-20,15:14:00,Technical Support,Y,Y,94,4
C2470,Martha,2021-01-27,18:14:00,Streaming,Y,Y,114,4
C2471,Sarah,2021-03-27,19:50:00,Technical Support,Y,N,12,4
C2472,Joe,2021-03-03,15:22:00,Technical Support,Y,Y,24,3
C2473,Greg,2021-01-08,10:57:00,Admin Support,Y,Y,158,4
C2474,Greg,2021-01-22,12:13:00,Admin Support,Y,N,43,1
C2475,Dan,2021-01-09,19:51:00,Technical Support,Y,N,14,2
C2476,Sarah,2021-03-26,17:18:00,Payment related,Y,Y,122,5
C2477,Stewart,2021-03-26,18:29:00,Payment related,Y,N,131,4
C2478,Jim,2021-02-03,14:39:00,Admin Support,Y,Y,56,5
C2479,Stewart,2021-02-16,16:14:00,Technical Support,Y,N,49,5
C2480,Joe,2021-02-13,14:59:00,Admin Support,Y,Y,163,1
C2481,Stewart,2021-02-20,17:18:00,Technical Support,Y,N,47,5
C2482,Martha,2021-03-22,12:36:00,Streaming,Y,Y,57,2
C2483,Jim,2021-01-07,11:29:00,Technical Support,N,N,,
C2484,Martha,2021-03-31,13:44:00,Admin Support,Y,N,167,1
C2485,Dan,2021-01-07,18:31:00,Payment related,Y,Y,171,5
C2486,Martha,2021-01-14,15:39:00,Admin Support,Y,Y,55,4
C2487,Sarah,2021-01-14,11:09:00,Payment related,N,N,,
C2488,Martha,2021-02-01,12:29:00,Admin Support,Y,Y,84,3
C2489,Diane,2021-01-23,13:20:00,Technical Support,Y,Y,175,4
C2490,Jim,2021-01-01,16:52:00,Payment related,Y,N,85,4
C2491,Stewart,2021-03-06,18:31:00,Streaming,Y,Y,94,1
C2492,Martha,2021-01-22,09:23:00,Contract related,Y,Y,139,5
C2493,Diane,2021-02-10,12:43:00,Technical Support,Y,Y,56,4
C2494,Dan,2021-03-18,17:26:00,Technical Support,Y,Y,137,4
C2495,Dan,2021-02-15,15:01:00,Contract related,Y,N,99,4
C2496,Martha,2021-01-18,09:23:00,Streaming,Y,N,48,4
C2497,Joe,2021-02-11,19:59:00,Contract related,Y,Y,48,4
C2498,Dan,2021-02-21,12:15:00,Contract related,Y,Y,49,4
C2499,Jim,2021-02-07,16:11:00,Contract related,Y,Y,95,4
C2500,Jim,2021-02-13,11:13:00,Streaming,Y,Y,147,5
C2501,Dan,2021-02-04,15:54:00,Streaming,N,N,,
C2502,Joe,2021-03-24,10:54:00,Payment related,Y,N,54,5
C2503,Sarah,2021-03-07,16:56:00,Contract related,Y,Y,49,5
C2504,Martha,2021-03-05,20:19:00,Contract related,N,N,,
C2505,Dan,2021-01-15,15:16:00,Streaming,Y,Y,89,5
C2506,Stewart,2021-01-06,17:11:00,Technical Support,Y,Y,137,4
C2507,Sarah,2021-02-10,14:49:00,Payment related,Y,Y,112,4
C2508,Dan,2021-01-16,15:46:00,Admin Support,Y,Y,56,2
C2509,Dan,2021-01-19,11:12:00,Contract related,Y,Y,26,1
C2510,Greg,2021-02-02,15:50:00,Admin Support,N,N,,
C2511,Stewart,2021-03-07,19:36:00,Technical Support,Y,Y,38,2
C2512,Greg,2021-02-22,15:38:00,Contract related,N,N,,
C2513,Jim,2021-03-30,14:41:00,Streaming,Y,Y,38,5
C2514,Jim,2021-01-29,18:27:00,Streaming,Y,N,53,5
C2515,Martha,2021-02-14,19:47:00,Streaming,Y,Y,149,4
C2516,Jim,2021-02-11,15:20:00,Payment related,Y,Y,145,5
C2517,Jim,2021-03-12,16:59:00,Streaming,Y,N,53,4
C2518,Diane,2021-02-27,13:44:00,Technical Support,Y,N,121,5
C2519,Sarah,2021-03-13,20:13:00,Technical Support,N,N,,
C2520,Martha,2021-01-28,17:26:00,Contract related,N,N,,
C2521,Stewart,2021-02-13,15:56:00,Streaming,Y,Y,113,3
C2522,Martha,2021-02-01,14:19:00,Streaming,N,N,,
C2523,Dan,2021-01-10,12:42:00,Streaming,Y,Y,67,5
C2524,Martha,2021-03-28,15:32:00,Contract related,Y,Y,57,4
C2525,Stewart,2021-03-03,13:48:00,Admin Support,Y,Y,113,5
C2526,Dan,2021-02-19,10:02:00,Streaming,Y,Y,104,5
C2527,Martha,2021-03-23,19:34:00,Contract related,Y,N,78,3
C2528,Martha,2021-01-17,14:28:00,Admin Support,N,N,,
C2529,Sarah,2021-03-06,16:22:00,Contract related,N,N,,
C2530,Jim,2021-03-10,16:34:00,Technical Support,Y,Y,137,3
C2531,Dan,2021-03-31,13:23:00,Contract related,Y,N,146,4
C2532,Dan,2021-02-15,15:06:00,Payment related,Y,Y,88,4
C2533,Greg,2021-02-11,12:17:00,Technical Support,Y,Y,12,5
C2534,Sarah,2021-03-16,18:01:00,Admin Support,Y,Y,46,5
C2535,Jim,2021-03-17,20:19:00,Contract related,Y,Y,168,4
C2536,Joe,2021-01-01,15:38:00,Contract related,Y,Y,137,3
C2537,Greg,2021-03-15,12:17:00,Streaming,Y,Y,165,5
C2538,Joe,2021-02-22,14:18:00,Technical Support,N,N,,
C2539,Jim,2021-02-21,16:34:00,Payment related,Y,Y,107,4
C2540,Jim,2021-02-07,13:50:00,Payment related,Y,Y,141,5
C2541,Dan,2021-01-22,11:56:00,Admin Support,N,N,,
C2542,Jim,2021-01-18,20:02:00,Contract related,Y,Y,164,5
C2543,Diane,2021-01-23,12:53:00,Streaming,Y,Y,66,1
C2544,Diane,2021-02-12,14:42:00,Contract related,N,N,,
C2545,Martha,2021-03-18,17:16:00,Contract related,N,N,,
C2546,Jim,2021-02-14,14:55:00,Streaming,Y,Y,124,5
C2547,Joe,2021-01-01,12:43:00,Technical Support,Y,Y,113,2
C2548,Diane,2021-01-03,19:22:00,Admin Support,Y,Y,76,5
C2549,Sarah,2021-03-11,16:57:00,Admin Support,N,N,,
C2550,Stewart,2021-03-14,10:48:00,Technical Support,Y,Y,14,4
C2551,Martha,2021-02-23,18:51:00,Streaming,Y,Y,62,4
C2552,Jim,2021-01-30,12:18:00,Admin Support,Y,N,43,4
C2553,Sarah,2021-03-03,12:21:00,Payment related,N,N,,
C2554,Joe,2021-01-22,13:02:00,Contract related,Y,N,42,2
C2555,Dan,2021-03-18,14:30:00,Streaming,Y,N,55,3
C2556,Jim,2021-03-19,09:15:00,Payment related,Y,Y,178,4
C2557,Diane,2021-03-05,13:57:00,Contract related,Y,Y,93,4
C2558,Diane,2021-02-25,13:06:00,Contract related,N,N,,
C2559,Dan,2021-01-29,13:31:00,Payment related,N,N,,
C2560,Diane,2021-02-12,16:13:00,Admin Support,Y,Y,162,2
C2561,Martha,2021-01-17,16:05:00,Admin Support,N,N,,
C2562,Greg,2021-01-31,19:40:00,Contract related,Y,N,136,3
C2563,Dan,2021-03-24,15:15:00,Technical Support,Y,Y,92,4
C2564,Martha,2021-03-16,16:10:00,Contract related,Y,Y,90,2
C2565,Jim,2021-02-11,14:39:00,Payment related,Y,Y,96,5
C2566,Joe,2021-02-09,15:16:00,Technical Support,Y,Y,130,3
C2567,Stewart,2021-02-15,17:19:00,Streaming,Y,Y,85,2
C2568,Diane,2021-02-15,15:44:00,Streaming,Y,Y,61,3
C2569,Sarah,2021-02-12,12:32:00,Streaming,Y,Y,41,4
C2570,Dan,2021-01-09,16:15:00,Admin Support,N,N,,
C2571,Dan,2021-01-05,14:32:00,Admin Support,Y,Y,152,2
C2572,Martha,2021-03-11,14:00:00,Payment related,Y,Y,57,4
C2573,Joe,2021-01-24,11:44:00,Technical Support,Y,Y,179,3
C2574,Joe,2021-03-03,17:50:00,Admin Support,Y,Y,154,5
C2575,Stewart,2021-03-29,14:18:00,Admin Support,Y,Y,32,5
C2576,Sarah,2021-01-21,15:25:00,Technical Support,Y,Y,89,3
C2577,Sarah,2021-03-17,15:16:00,Payment related,N,N,,
C2578,Joe,2021-02-13,10:37:00,Admin Support,Y,N,19,2
C2579,Joe,2021-01-30,15:34:00,Technical Support,N,N,,
C2580,Dan,2021-01-13,16:34:00,Payment related,Y,Y,84,5
C2581,Joe,2021-02-19,12:32:00,Admin Support,Y,Y,167,5
C2582,Joe,2021-01-22,15:56:00,Contract related,Y,N,135,4
C2583,Stewart,2021-01-17,19:47:00,Contract related,Y,Y,55,3
C2584,Dan,2021-03-01,16:38:00,Payment related,Y,Y,171,5
C2585,Joe,2021-03-09,15:40:00,Contract related,Y,N,30,4
C2586,Martha,2021-03-09,13:16:00,Payment related,N,N,,
C2587,Sarah,2021-01-27,14:48:00,Contract related,N,N,,
C2588,Sarah,2021-01-14,10:46:00,Contract related,Y,Y,145,4
C2589,Martha,2021-01-15,17:36:00,Payment related,Y,N,135,5
C2590,Dan,2021-02-13,15:56:00,Streaming,N,N,,
C2591,Diane,2021-02-26,14:03:00,Technical Support,Y,Y,118,5
C2592,Stewart,2021-02-17,10:53:00,Streaming,Y,N,147,5
C2593,Diane,2021-03-27,13:08:00,Contract related,Y,Y,41,2
C2594,Joe,2021-01-11,09:54:00,Payment related,Y,N,131,4
C2595,Martha,2021-01-16,12:27:00,Contract related,Y,Y,145,4
C2596,Diane,2021-01-16,10:20:00,Admin Support,Y,Y,64,5
C2597,Sarah,2021-01-09,19:59:00,Technical Support,Y,N,137,3
C2598,Diane,2021-02-26,10:44:00,Payment related,Y,Y,112,4
C2599,Sarah,2021-01-31,17:03:00,Streaming,Y,Y,149,4
C2600,Sarah,2021-02-16,15:18:00,Admin Support,Y,Y,176,4
C2601,Greg,2021-01-31,15:36:00,Technical Support,Y,Y,39,2
C2602,Stewart,2021-02-20,20:39:00,Admin Support,Y,Y,140,5
C2603,Jim,2021-01-24,14:54:00,Payment related,Y,Y,176,4
C2604,Sarah,2021-02-01,13:33:00,Streaming,Y,N,75,2
C2605,Stewart,2021-01-05,19:39:00,Payment related,N,N,,
C2606,Greg,2021-03-23,19:21:00,Streaming,Y,N,86,4
C2607,Diane,2021-02-17,20:02:00,Streaming,Y,Y,10,3
C2608,Greg,2021-02-03,11:26:00,Payment related,Y,Y,140,5
C2609,Diane,2021-03-28,12:07:00,Streaming,Y,Y,161,4
C2610,Jim,2021-03-15,14:51:00,Contract related,Y,Y,76,5
C2611,Greg,2021-01-23,11:34:00,Payment related,Y,Y,167,4
C2612,Stewart,2021-02-14,11:45:00,Technical Support,Y,N,94,4
C2613,Jim,2021-03-04,11:17:00,Admin Support,N,N,,
C2614,Jim,2021-03-12,20:07:00,Technical Support,Y,N,79,5
C2615,Diane,2021-02-09,19:37:00,Contract related,Y,Y,26,4
C2616,Greg,2021-03-02,14:47:00,Admin Support,Y,Y,69,3
C2617,Martha,2021-02-27,09:16:00,Payment related,Y,Y,164,1
C2618,Jim,2021-01-25,14:40:00,Technical Support,N,N,,
C2619,Martha,2021-03-11,11:08:00,Technical Support,Y,N,20,5
C2620,Jim,2021-01-30,19:39:00,Payment related,Y,Y,125,4
C2621,Greg,2021-02-05,10:03:00,Streaming,Y,Y,161,5
C2622,Jim,2021-03-14,12:17:00,Contract related,Y,N,151,4
C2623,Greg,2021-03-03,16:19:00,Contract related,Y,Y,46,3
C2624,Sarah,2021-03-01,09:46:00,Technical Support,Y,Y,109,5
C2625,Greg,2021-01-24,11:05:00,Technical Support,N,N,,
C2626,Diane,2021-01-24,13:16:00,Technical Support,N,N,,
C2627,Jim,2021-02-23,11:34:00,Streaming,N,N,,
C2628,Jim,2021-01-25,13:33:00,Technical Support,Y,Y,65,2
C2629,Jim,2021-03-11,13:44:00,Contract related,Y,Y,48,5
C2630,Joe,2021-02-12,17:15:00,Technical Support,Y,N,44,2
C2631,Jim,2021-02-22,20:37:00,Streaming,Y,Y,131,4
C2632,Stewart,2021-01-13,14:08:00,Technical Support,Y,N,13,1
C2633,Martha,2021-03-20,14:12:00,Streaming,Y,Y,125,3
C2634,Sarah,2021-01-27,15:24:00,Admin Support,Y,N,130,5
C2635,Martha,2021-01-19,12:01:00,Admin Support,Y,Y,81,5
C2636,Stewart,2021-01-15,15:35:00,Payment related,Y,N,131,5
C2637,Dan,2021-02-09,12:03:00,Technical Support,N,N,,
C2638,Dan,2021-02-08,13:50:00,Technical Support,N,N,,
C2639,Greg,2021-02-16,11:41:00,Streaming,Y,Y,56,3
C2640,Jim,2021-01-19,20:58:00,Contract related,N,N,,
C2641,Jim,2021-02-04,13:52:00,Technical Support,Y,N,56,4
C2642,Stewart,2021-03-28,12:41:00,Admin Support,Y,Y,67,5
C2643,Jim,2021-01-11,16:38:00,Technical Support,N,N,,
C2644,Jim,2021-02-04,19:52:00,Technical Support,Y,Y,99,2
C2645,Martha,2021-01-14,11:42:00,Technical Support,Y,N,147,4
C2646,Greg,2021-02-25,15:25:00,Contract related,N,N,,
C2647,Dan,2021-03-10,18:16:00,Technical Support,Y,Y,141,4
C2648,Greg,2021-03-01,13:03:00,Payment related,N,N,,
C2649,Martha,2021-02-28,12:32:00,Contract related,Y,Y,178,4
C2650,Greg,2021-01-15,15:31:00,Streaming,Y,N,43,2
C2651,Dan,2021-01-07,13:47:00,Technical Support,Y,Y,61,4
C2652,Jim,2021-02-11,20:17:00,Contract related,Y,Y,79,4
C2653,Sarah,2021-01-21,11:36:00,Payment related,N,N,,
C2654,Diane,2021-02-05,14:09:00,Admin Support,Y,Y,26,5
C2655,Joe,2021-03-29,19:09:00,Payment related,N,N,,
C2656,Sarah,2021-01-01,18:48:00,Technical Support,Y,Y,14,4
C2657,Martha,2021-02-07,17:25:00,Streaming,Y,Y,166,1
C2658,Dan,2021-02-02,11:51:00,Technical Support,Y,Y,33,4
C2659,Stewart,2021-01-18,16:12:00,Contract related,N,N,,
C2660,Martha,2021-01-06,13:34:00,Contract related,Y,Y,149,5
C2661,Greg,2021-02-24,14:16:00,Technical Support,Y,Y,15,5
C2662,Martha,2021-02-01,14:56:00,Contract related,Y,N,124,2
C2663,Dan,2021-01-11,13:42:00,Contract related,Y,Y,76,4
C2664,Joe,2021-02-09,11:01:00,Technical Support,Y,Y,180,1
C2665,Greg,2021-02-11,17:17:00,Payment related,Y,Y,92,4
C2666,Sarah,2021-03-16,18:17:00,Admin Support,N,N,,
C2667,Dan,2021-01-19,16:06:00,Contract related,Y,Y,174,5
C2668,Diane,2021-01-12,16:09:00,Contract related,N,N,,
C2669,Joe,2021-02-27,15:49:00,Contract related,Y,Y,110,3
C2670,Joe,2021-01-09,14:44:00,Technical Support,Y,Y,68,5
C2671,Martha,2021-02-22,13:59:00,Technical Support,Y,N,14,1
C2672,Martha,2021-03-21,10:49:00,Admin Support,Y,Y,94,2
C2673,Sarah,2021-01-09,15:50:00,Streaming,Y,Y,154,1
C2674,Jim,2021-01-05,10:38:00,Streaming,Y,Y,119,4
C2675,Dan,2021-01-17,15:33:00,Technical Support,Y,Y,32,5
C2676,Greg,2021-01-17,15:59:00,Contract related,Y,Y,32,2
C2677,Greg,2021-02-17,09:47:00,Payment related,Y,N,67,5
C2678,Sarah,2021-02-18,16:56:00,Technical Support,Y,Y,46,5
C2679,Martha,2021-03-23,13:52:00,Contract related,N,N,,
C2680,Greg,2021-01-12,13:00:00,Admin Support,Y,Y,170,5
C2681,Dan,2021-01-20,12:22:00,Technical Support,Y,Y,135,5
C2682,Jim,2021-02-10,17:47:00,Contract related,Y,N,56,4
C2683,Dan,2021-02-20,18:45:00,Payment related,Y,N,112,5
C2684,Sarah,2021-01-10,20:39:00,Contract related,N,N,,
C2685,Martha,2021-02-26,14:54:00,Technical Support,Y,Y,131,4
C2686,Greg,2021-03-16,10:13:00,Contract related,Y,Y,37,5
C2687,Dan,2021-03-14,14:19:00,Technical Support,N,N,,
C2688,Sarah,2021-02-10,18:51:00,Contract related,Y,Y,117,5
C2689,Joe,2021-01-20,19:09:00,Technical Support,Y,N,120,5
C2690,Greg,2021-02-15,12:50:00,Streaming,Y,N,178,5
C2691,Dan,2021-01-16,11:45:00,Admin Support,Y,N,149,4
C2692,Greg,2021-02-01,09:42:00,Contract related,Y,Y,96,4
C2693,Jim,2021-03-06,17:46:00,Admin Support,Y,Y,160,5
C2694,Dan,2021-02-21,12:49:00,Streaming,Y,N,35,5
C2695,Dan,2021-01-21,17:23:00,Technical Support,Y,Y,81,2
C2696,Diane,2021-01-04,11:25:00,Admin Support,Y,Y,145,4
C2697,Diane,2021-01-19,11:46:00,Technical Support,Y,Y,23,5
C2698,Jim,2021-01-08,20:12:00,Streaming,Y,Y,161,4
C2699,Diane,2021-01-12,17:02:00,Payment related,N,N,,
C2700,Stewart,2021-03-02,17:15:00,Contract related,Y,Y,35,4
C2701,Dan,2021-02-23,10:47:00,Payment related,Y,Y,109,5
C2702,Greg,2021-03-29,16:48:00,Streaming,N,N,,
C2703,Stewart,2021-03-16,16:54:00,Contract related,N,N,,
C2704,Joe,2021-02-12,18:58:00,Technical Support,Y,Y,62,5
C2705,Stewart,2021-02-13,14:45:00,Contract related,Y,Y,52,4
C2706,Sarah,2021-01-01,14:49:00,Streaming,Y,N,68,4
C2707,Dan,2021-02-24,09:44:00,Technical Support,Y,N,130,5
C2708,Stewart,2021-01-26,16:56:00,Streaming,Y,Y,108,3
C2709,Jim,2021-03-10,12:21:00,Admin Support,N,N,,
C2710,Jim,2021-02-23,15:06:00,Technical Support,N,N,,
C2711,Jim,2021-02-06,15:43:00,Streaming,Y,Y,100,4
C2712,Diane,2021-01-22,16:42:00,Technical Support,N,N,,
C2713,Sarah,2021-01-28,18:11:00,Contract related,Y,N,110,4
C2714,Jim,2021-03-27,17:35:00,Admin Support,Y,Y,111,4
C2715,Joe,2021-02-26,16:22:00,Technical Support,Y,Y,40,3
C2716,Sarah,2021-01-12,13:47:00,Streaming,Y,Y,86,5
C2717,Greg,2021-01-01,14:00:00,Technical Support,Y,Y,176,4
C2718,Dan,2021-02-06,18:44:00,Payment related,Y,Y,147,5
C2719,Sarah,2021-03-11,18:32:00,Contract related,Y,Y,87,5
C2720,Jim,2021-01-10,17:20:00,Technical Support,N,N,,
C2721,Greg,2021-01-13,13:04:00,Admin Support,Y,Y,150,5
C2722,Joe,2021-02-01,12:55:00,Technical Support,N,N,,
C2723,Greg,2021-02-09,15:05:00,Admin Support,Y,Y,40,5
C2724,Martha,2021-02-23,12:09:00,Payment related,Y,N,159,5
C2725,Martha,2021-03-02,12:21:00,Admin Support,Y,N,38,3
C2726,Martha,2021-03-05,13:06:00,Payment related,Y,Y,154,4
C2727,Jim,2021-02-16,12:24:00,Contract related,N,N,,
C2728,Joe,2021-03-01,11:46:00,Payment related,Y,Y,84,4
C2729,Stewart,2021-02-24,17:29:00,Technical Support,Y,Y,123,2
C2730,Stewart,2021-01-08,18:29:00,Contract related,Y,Y,77,5
C2731,Greg,2021-03-24,17:30:00,Technical Support,Y,Y,35,4
C2732,Greg,2021-03-09,09:11:00,Streaming,N,N,,
C2733,Dan,2021-02-08,14:20:00,Payment related,Y,Y,108,1
C2734,Dan,2021-02-03,17:25:00,Contract related,Y,Y,47,5
C2735,Sarah,2021-03-08,18:02:00,Technical Support,Y,Y,44,1
C2736,Diane,2021-01-19,14:04:00,Payment related,N,N,,
C2737,Dan,2021-01-27,16:58:00,Technical Support,Y,Y,45,4
C2738,Jim,2021-03-09,14:32:00,Admin Support,N,N,,
C2739,Diane,2021-03-27,16:51:00,Technical Support,Y,N,143,5
C2740,Jim,2021-01-08,16:49:00,Contract related,Y,Y,11,4
C2741,Joe,2021-03-19,17:30:00,Contract related,Y,Y,31,5
C2742,Sarah,2021-02-27,14:16:00,Admin Support,Y,Y,177,5
C2743,Dan,2021-01-08,17:32:00,Admin Support,Y,Y,96,4
C2744,Dan,2021-01-10,15:55:00,Admin Support,Y,N,144,3
C2745,Stewart,2021-01-27,18:47:00,Technical Support,N,N,,
C2746,Martha,2021-01-24,10:11:00,Admin Support,Y,Y,133,2
C2747,Dan,2021-02-17,16:31:00,Streaming,Y,Y,135,2
C2748,Sarah,2021-02-07,11:56:00,Contract related,Y,Y,78,5
C2749,Jim,2021-03-12,12:23:00,Technical Support,Y,Y,118,5
C2750,Jim,2021-03-16,18:11:00,Streaming,Y,N,115,5
C2751,Jim,2021-02-04,12:25:00,Streaming,Y,N,25,4
C2752,Diane,2021-02-27,14:56:00,Admin Support,Y,N,30,4
C2753,Dan,2021-01-06,18:43:00,Admin Support,Y,Y,159,3
C2754,Stewart,2021-02-28,12:58:00,Technical Support,Y,Y,38,5
C2755,Diane,2021-03-14,12:28:00,Contract related,Y,Y,152,1
C2756,Greg,2021-01-05,17:48:00,Streaming,N,N,,
C2757,Diane,2021-01-21,18:39:00,Contract related,Y,N,150,4
C2758,Martha,2021-01-29,11:44:00,Technical Support,Y,N,56,4
C2759,Sarah,2021-03-15,11:24:00,Streaming,Y,Y,86,5
C2760,Stewart,2021-01-17,18:45:00,Technical Support,Y,Y,94,5
C2761,Stewart,2021-03-12,16:22:00,Payment related,N,N,,
C2762,Sarah,2021-03-21,17:37:00,Payment related,Y,Y,10,4
C2763,Sarah,2021-01-01,14:31:00,Streaming,N,N,,
C2764,Dan,2021-01-22,10:00:00,Contract related,Y,N,154,5
C2765,Diane,2021-01-06,11:49:00,Contract related,Y,Y,86,5
C2766,Dan,2021-01-05,12:34:00,Payment related,Y,Y,67,3
C2767,Dan,2021-01-25,12:11:00,Payment related,Y,Y,101,2
C2768,Jim,2021-03-25,17:22:00,Streaming,N,N,,
C2769,Greg,2021-03-21,18:14:00,Payment related,N,N,,
C2770,Greg,2021-03-29,19:14:00,Technical Support,N,N,,
C2771,Sarah,2021-03-21,12:49:00,Technical Support,Y,N,85,5
C2772,Jim,2021-03-17,14:00:00,Payment related,N,N,,
C2773,Diane,2021-03-14,17:34:00,Streaming,N,N,,
C2774,Jim,2021-01-17,18:50:00,Admin Support,Y,Y,51,5
C2775,Jim,2021-02-12,17:25:00,Streaming,Y,N,163,4
C2776,Joe,2021-01-19,12:31:00,Payment related,Y,Y,127,4
C2777,Diane,2021-01-21,10:00:00,Admin Support,Y,Y,78,4
C2778,Diane,2021-02-13,15:50:00,Streaming,Y,Y,111,4
C2779,Dan,2021-03-03,13:46:00,Contract related,Y,N,80,4
C2780,Sarah,2021-03-22,19:16:00,Streaming,Y,N,46,5
C2781,Greg,2021-02-27,17:14:00,Payment related,Y,Y,50,4
C2782,Joe,2021-01-18,12:12:00,Payment related,Y,Y,100,5
C2783,Martha,2021-01-02,13:17:00,Payment related,Y,N,35,4
C2784,Dan,2021-01-31,16:03:00,Payment related,Y,Y,161,4
C2785,Martha,2021-03-01,15:08:00,Contract related,Y,N,43,3
C2786,Martha,2021-03-11,12:52:00,Contract related,Y,N,92,5
C2787,Stewart,2021-01-24,17:00:00,Admin Support,Y,Y,136,1
C2788,Dan,2021-03-15,12:13:00,Contract related,N,N,,
C2789,Dan,2021-03-17,20:27:00,Payment related,Y,Y,168,5
C2790,Joe,2021-03-01,16:42:00,Contract related,Y,Y,24,5
C2791,Joe,2021-02-15,17:33:00,Admin Support,Y,N,53,5
C2792,Dan,2021-03-03,11:50:00,Contract related,Y,N,78,4
C2793,Martha,2021-01-22,13:59:00,Contract related,Y,N,91,5
C2794,Dan,2021-02-20,11:10:00,Payment related,Y,N,12,5
C2795,Sarah,2021-03-26,19:25:00,Technical Support,Y,N,86,4
C2796,Diane,2021-03-17,17:56:00,Payment related,Y,Y,53,5
C2797,Sarah,2021-01-12,12:36:00,Admin Support,Y,Y,13,4
C2798,Joe,2021-01-22,18:28:00,Streaming,Y,Y,10,3
C2799,Jim,2021-03-16,13:12:00,Technical Support,Y,Y,82,4
C2800,Diane,2021-03-20,10:47:00,Contract related,Y,Y,72,4
C2801,Diane,2021-03-21,11:10:00,Admin Support,Y,Y,32,5
C2802,Dan,2021-01-01,16:26:00,Admin Support,N,N,,
C2803,Jim,2021-03-04,16:20:00,Admin Support,Y,Y,117,5
C2804,Joe,2021-02-25,18:25:00,Technical Support,Y,Y,100,1
C2805,Diane,2021-03-01,11:17:00,Streaming,Y,Y,118,4
C2806,Greg,2021-01-27,20:56:00,Payment related,Y,Y,13,4
C2807,Greg,2021-01-12,20:19:00,Payment related,Y,Y,35,4
C2808,Joe,2021-01-15,19:12:00,Admin Support,Y,Y,178,5
C2809,Greg,2021-02-23,19:48:00,Technical Support,Y,N,63,5
C2810,Joe,2021-03-21,20:52:00,Streaming,Y,Y,27,4
C2811,Stewart,2021-03-07,15:01:00,Contract related,N,N,,
C2812,Diane,2021-03-20,15:11:00,Admin Support,Y,Y,53,4
C2813,Sarah,2021-02-09,12:17:00,Payment related,Y,Y,66,3
C2814,Greg,2021-01-26,14:24:00,Contract related,Y,Y,12,3
C2815,Dan,2021-02-17,17:24:00,Admin Support,N,N,,
C2816,Greg,2021-03-13,15:17:00,Streaming,Y,Y,142,4
C2817,Joe,2021-03-25,09:00:00,Admin Support,Y,Y,96,4
C2818,Jim,2021-02-04,11:25:00,Contract related,Y,Y,161,4
C2819,Sarah,2021-01-29,14:04:00,Streaming,Y,Y,88,4
C2820,Greg,2021-02-07,12:32:00,Payment related,N,N,,
C2821,Joe,2021-01-28,14:25:00,Admin Support,Y,Y,125,5
