CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Contract,PaperlessBilling2,PaymentMethod,MonthlyCharges,TotalCharges,Churned
CUST-2847,Female,1,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),65.41,2933.11,No
CUST-2848,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),115.38,8488.15,No
CUST-2849,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,62.17,0.0,No
CUST-2850,Female,0,No,No,69,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,106.37,7647.08,No
CUST-2851,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,75.58,2364.84,No
CUST-2852,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,57.48,1500.56,No
CUST-2853,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,103.13,2847.15,No
CUST-2854,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),67.86,346.03,No
CUST-2855,Male,0,No,Yes,23,No,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.21,2037.53,No
CUST-2856,Male,0,No,No,69,Yes,Yes,No,No,No,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,23.56,1680.12,Yes
CUST-2857,Male,1,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.57,1353.96,No
CUST-2858,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,37.1,2382.79,No
CUST-2859,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,18.29,531.58,No
CUST-2860,Female,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),46.21,1406.04,No
CUST-2861,Female,0,No,No,65,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,83.11,5154.16,Yes
CUST-2862,Female,0,Yes,Yes,67,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,27.21,1899.36,Yes
CUST-2863,Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),101.45,7564.51,Yes
CUST-2864,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,66.34,1805.51,No
CUST-2865,Female,0,Yes,No,16,No,Yes,DSL,No,No,Yes,No,No,No,No,Two year,Yes,Electronic check,87.95,1340.31,No
CUST-2866,Female,0,Yes,No,0,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),65.23,0.0,No
CUST-2867,Female,1,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.19,583.77,Yes
CUST-2868,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,102.77,5166.35,No
CUST-2869,Male,0,Yes,No,36,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,60.07,2099.32,No
CUST-2870,Male,0,No,No,31,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.73,1356.6,No
CUST-2871,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,One year,Yes,Electronic check,84.42,749.83,No
CUST-2872,Female,0,Yes,No,10,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,45.49,476.41,Yes
CUST-2873,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.12,5006.1,No
CUST-2874,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,37.26,1788.16,No
CUST-2875,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,21.95,149.2,No
CUST-2876,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Two year,No,Mailed check,78.43,4006.49,No
CUST-2877,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,72.68,3951.8,No
CUST-2878,Female,1,Yes,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,One year,No,Electronic check,97.97,4696.24,No
CUST-2879,Male,1,Yes,No,22,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Two year,Yes,Mailed check,83.63,1763.47,No
CUST-2880,Female,0,Yes,No,37,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,26.85,1009.01,No
CUST-2881,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,104.76,7011.0,No
CUST-2882,Female,0,No,No,2,No,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,78.18,150.31,Yes
CUST-2883,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,25.58,932.54,Yes
CUST-2884,Female,0,No,No,50,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,102.35,4920.44,No
CUST-2885,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),38.55,294.95,Yes
CUST-2886,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,28.11,2056.11,Yes
CUST-2887,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.84,2487.87,No
CUST-2888,Female,1,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,39.2,682.79,No
CUST-2889,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.92,2113.54,No
CUST-2890,Male,0,No,Yes,71,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),42.01,2900.63,No
CUST-2891,Male,0,No,No,1,No,Yes,DSL,No,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),56.42,54.23,Yes
CUST-2892,Female,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),46.67,1679.01,Yes
CUST-2893,Female,0,No,No,48,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25.12,1202.3,No
CUST-2894,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.43,1229.44,No
CUST-2895,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,26.13,700.15,No
CUST-2896,Male,1,Yes,No,63,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,74.5,4528.58,Yes
CUST-2897,Male,0,No,No,49,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,43.72,2066.9,No
CUST-2898,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,No internet service,Two year,No,Mailed check,55.51,1253.05,No
CUST-2899,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,77.14,1529.7,No
CUST-2900,Female,0,No,No,56,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.47,2289.52,No
CUST-2901,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,53.05,1973.38,Yes
CUST-2902,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),23.86,1291.78,No
CUST-2903,Male,1,No,No,64,No,Yes,DSL,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.57,6911.57,Yes
CUST-2904,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,46.63,3262.92,No
CUST-2905,Male,1,No,Yes,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,73.14,296.5,No
CUST-2906,Male,0,Yes,No,23,Yes,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Electronic check,66.18,1540.0,No
CUST-2907,Male,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,27.86,112.88,Yes
CUST-2908,Male,0,No,No,11,Yes,Yes,No,Yes,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,34.29,394.65,No
CUST-2909,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.49,2023.28,Yes
CUST-2910,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),98.92,1075.77,No
CUST-2911,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No internet service,No,No,No,One year,Yes,Mailed check,63.98,4140.15,No
CUST-2912,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.24,4430.43,No
CUST-2913,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),99.8,4719.19,Yes
CUST-2914,Female,1,No,No,11,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.35,425.22,Yes
CUST-2915,Male,0,Yes,Yes,58,Yes,Yes,No,No,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),42.07,2511.27,No
CUST-2916,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),31.83,1984.14,No
CUST-2917,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),107.49,6422.69,No
CUST-2918,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,45.8,3190.64,No
CUST-2919,Male,1,Yes,No,69,Yes,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,50.68,3396.18,No
CUST-2920,Male,0,No,No,19,No,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.05,1539.89,No
CUST-2921,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Two year,No,Electronic check,72.69,981.85,No
CUST-2922,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,24.85,1781.1,No
CUST-2923,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),117.09,2267.76,No
CUST-2924,Male,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,117.39,1150.32,Yes
CUST-2925,Male,0,No,No,66,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,116.3,7501.01,Yes
CUST-2926,Female,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Two year,Yes,Electronic check,67.39,4323.55,No
CUST-2927,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),29.01,1503.19,No
CUST-2928,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.61,1117.99,No
CUST-2929,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,43.89,3041.13,No
CUST-2930,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,No,One year,No,Bank transfer (automatic),32.43,411.31,Yes
CUST-2931,Female,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.57,1662.66,No
CUST-2932,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),114.91,453.68,Yes
CUST-2933,Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,104.45,5831.68,No
CUST-2934,Female,1,Yes,Yes,66,Yes,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),22.27,1450.69,Yes
CUST-2935,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.73,2796.04,No
CUST-2936,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,No internet service,One year,No,Electronic check,44.39,256.64,Yes
CUST-2937,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58.69,1326.63,No
CUST-2938,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,45.72,1418.94,No
CUST-2939,Female,1,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,19.79,19.66,No
CUST-2940,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,109.61,2365.36,Yes
CUST-2941,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,88.71,2163.21,No
CUST-2942,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.44,2152.84,No
CUST-2943,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,32.25,1387.64,Yes
CUST-2944,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,65.48,3222.62,No
CUST-2945,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.57,141.59,Yes
CUST-2946,Female,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),36.26,1512.88,Yes
CUST-2947,Male,0,Yes,Yes,19,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),60.54,1158.68,Yes
CUST-2948,Male,0,Yes,Yes,51,Yes,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Two year,No,Mailed check,41.54,2202.89,No
CUST-2949,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.04,2656.29,No
CUST-2950,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,117.85,8312.91,No
CUST-2951,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),34.18,383.72,No
CUST-2952,Female,1,No,No,43,No,Yes,No,Yes,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,82.77,3699.38,Yes
CUST-2953,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,105.23,3157.47,Yes
CUST-2954,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,One year,No,Credit card (automatic),27.81,841.89,No
CUST-2955,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,40.32,793.55,No
CUST-2956,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,45.35,672.05,No
CUST-2957,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),114.4,4454.27,No
CUST-2958,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,84.59,2311.1,Yes
CUST-2959,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,No,No,No internet service,No internet service,No,Two year,No,Electronic check,28.49,1569.22,No
CUST-2960,Male,0,Yes,No,44,Yes,Yes,No,Yes,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.6,1697.54,Yes
CUST-2961,Male,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,19.54,583.0,No
CUST-2962,Female,0,Yes,No,16,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.82,1892.03,Yes
CUST-2963,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),104.83,4970.27,Yes
CUST-2964,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,96.81,1251.9,No
CUST-2965,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,3163.52,Yes
CUST-2966,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),18.46,903.27,No
CUST-2967,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),101.34,5744.07,No
CUST-2968,Female,0,Yes,No,36,Yes,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,63.42,2372.11,No
CUST-2969,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),35.0,1914.02,No
CUST-2970,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,28.32,597.84,No
CUST-2971,Male,0,No,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),43.67,2446.71,Yes
CUST-2972,Male,0,No,No,53,Yes,Yes,DSL,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,116.38,5898.34,No
CUST-2973,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,91.61,1808.27,Yes
CUST-2974,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Yes,One year,No,Electronic check,90.77,4121.48,No
CUST-2975,Female,0,No,No,26,Yes,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),75.34,1922.22,No
CUST-2976,Male,0,Yes,No,26,Yes,Yes,No,Yes,No,No,No,No,No internet service,Yes,One year,Yes,Mailed check,61.31,1633.43,No
CUST-2977,Male,1,Yes,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,105.85,2735.0,Yes
CUST-2978,Female,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,73.42,1842.53,Yes
CUST-2979,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.3,3497.63,No
CUST-2980,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,90.56,1259.02,No
CUST-2981,Male,0,No,No,38,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),117.14,4266.64,No
CUST-2982,Male,0,Yes,Yes,9,Yes,Yes,No,Yes,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,79.79,753.93,Yes
CUST-2983,Male,1,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.36,1899.17,Yes
CUST-2984,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),106.92,3229.23,No
CUST-2985,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,69.69,4847.74,No
CUST-2986,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),106.12,7568.26,No
CUST-2987,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.13,6084.36,Yes
CUST-2988,Male,1,No,No,57,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Two year,No,Mailed check,27.32,1610.14,No
CUST-2989,Male,0,Yes,No,53,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,94.52,4936.65,No
CUST-2990,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),83.73,1139.35,No
CUST-2991,Female,0,No,No,46,Yes,Yes,No,Yes,No,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),67.39,3199.75,No
CUST-2992,Female,1,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,102.88,6894.49,No
CUST-2993,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,100.83,2963.82,Yes
CUST-2994,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.33,3720.59,No
CUST-2995,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),109.78,2679.97,No
CUST-2996,Male,1,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,62.98,1272.56,No
CUST-2997,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),103.3,2572.82,No
CUST-2998,Female,0,No,No,69,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,5010.25,No
CUST-2999,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),20.22,566.27,Yes
CUST-3000,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,115.62,1772.08,No
CUST-3001,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No internet service,Two year,No,Mailed check,110.13,5359.44,No
CUST-3002,Male,0,Yes,No,64,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.03,1474.96,No
CUST-3003,Female,0,Yes,No,1,Yes,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.8,90.54,Yes
CUST-3004,Male,1,No,No,42,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.44,3681.8,No
CUST-3005,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.05,6632.25,Yes
CUST-3006,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),63.97,4458.96,No
CUST-3007,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.52,1488.4,Yes
CUST-3008,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,48.14,756.97,No
CUST-3009,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,47.55,2170.61,No
CUST-3010,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,18.79,292.19,No
CUST-3011,Male,0,No,No,20,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.59,1487.65,Yes
CUST-3012,Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.11,8406.81,No
CUST-3013,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,72.49,1845.6,No
CUST-3014,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,50.46,2081.37,No
CUST-3015,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),53.05,1869.36,No
CUST-3016,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),94.46,2696.78,No
CUST-3017,Male,0,Yes,No,8,No,Yes,DSL,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,90.17,693.85,No
CUST-3018,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,43.74,770.39,No
